Gene,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2
YALI0E22979g,152.71355390000002,165.3012898,202.8699329,167.7772122,130.6935817,151.6521196,167.4036293,105.72924950000001,117.8901571
YALI0E23001g,246.79649840000002,242.2706498,402.19887589999996,374.6246869,427.72540939999993,457.3230347,393.5213961,387.0594584,228.7483007
YALI0E23023g,1.470891851,0.8913131040000001,2.824770548,2.078892145,38.6821535,26.46701354,28.58543979,26.58670423,8.602897111
YALI0E23045g,121.1470041,118.0880902,160.9581188,185.0897915,384.1511012,430.1546273,479.55014349999993,542.1429163,185.38569209999997
YALI0E23067g,358.4582564,362.631254,454.1076013,576.6058734000001,589.938034,513.3977763,591.7377056,641.9733842,308.1437126
YALI0E23089g,270.4425421,298.2108255,178.84487190000002,159.70073359999998,235.24597000000003,223.05147480000002,190.0090178,420.9474947,540.2994668
YALI0E23111g,43.73847663,39.97735767,29.66212883,34.62906341,39.28161636,48.16742778,31.72328895,84.92596859,60.113668999999994
YALI0E23133g,75.57634529,65.17795476,69.60122941,57.90659576,58.31034698,67.90489664,60.34171178,99.14849406,91.81421295
YALI0E23155g,635.2278388999999,712.8361237,797.7551491,757.4479844,670.5557052,712.0441618,740.0221475999999,440.03320830000007,186.6138884
YALI0E23177g,10.41889682,14.78213302,17.80582099,17.26454423,26.59376884,25.91803173,24.98626513,26.13541149,26.31701153
YALI0E23185g,1201.028404,1173.660149,1092.689662,1339.991351,1394.474027,1228.030603,1203.805961,1117.6555150000002,588.3930094
YALI0E23192g,129.5908579,134.69135569999997,191.6887198,273.5298805,30.23523427,83.06001879,49.79818614,130.331932,44.55864953
YALI0E23199g,161.16464,165.038058,160.1718006,136.3931614,186.68986919999998,217.9625954,196.0278368,257.9024888,233.72317999999999
YALI0E23221g,21.06297483,23.68741136,34.49609656,31.6167978,30.84431031,45.89716508,31.42107773,46.62671722,36.28992095
YALI0E23243g,294.2298297,282.7327279,340.84869189999995,342.69618030000004,136.95889230000003,179.2524517,154.92769019999997,211.5991431,119.16426070000001
YALI0E23265g,71.71203313,73.07013427,77.09260875,73.47458153,139.4491844,142.8360737,140.7154316,122.370194,80.69342952
YALI0E23287g,158.6800017,147.5068167,318.0581764,308.5610893,2979.0917719999998,1635.85977,1755.2476570000001,537.8379732000001,369.9523359
YALI0E23320g,1.266907599,1.831119104,1.658064552,0.54911427,4.250448381,4.940066221,2.4930892680000003,6.494850447999999,3.8328819530000002
YALI0E23342g,16.31173357,18.03654781,22.82872583,17.43127573,25.47890736,28.35928702,26.76952086,24.44169091,30.89468358
YALI0E23364g,39.14207276,50.90883926,48.40437966,46.89138349,32.28994814,41.57188182,41.241057700000006,32.44556474,20.23460807
YALI0E23386g,118.93258349999999,93.97856982,90.18542535,84.20459763,92.98487840000001,81.34287421,101.4217353,115.29196509999998,217.10961859999998
YALI0E23408g,33.19836138,35.40163601,40.50916222,38.48375843,73.20483779,80.31350083,85.58995434,43.01942992,28.54732089
YALI0E23430g,264.4160881,296.9570985,216.09997349999998,214.3869194,33.775733200000005,43.01906465,30.83837011,49.63418135,57.38683917
YALI0E23452g,159.7832459,159.6389122,102.22420749999999,87.38636015,39.94033028,36.57371567,35.97798937,43.59755745,81.45409919
YALI0E23474g,12.91391287,16.65293745,11.11950171,9.552522889,24.62677478,24.49354847,17.63282077,39.73594362,108.58944469999999
YALI0E23485r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E23496g,40.58244538,41.75523095,35.90678753,35.20150607,79.61233606,78.79952841,71.31592089,83.17831713,57.93418711
YALI0E23518g,197.20549440000002,187.60020219999998,332.5849395,293.3079328,36.42004166,47.653348,37.10740483,50.28401392,164.44314619999997
YALI0E23540g,52.9672952,61.06782212,82.99931997,93.88710031,112.00340179999999,116.997235,122.9093009,85.64069208,44.65991919
YALI0E23562g,2524.83935,2351.565166,1883.516796,1977.7515230000001,1686.031007,1342.63651,1225.102447,1691.9454440000002,2376.990366
YALI0E23584g,2873.5954850000003,2692.89093,2598.378468,2452.701607,1957.134467,1735.8124100000002,1676.231537,2425.3166300000003,3433.851564
YALI0E23606g,0.0,0.0,0.0,0.0,0.0,0.0,0.679507413,0.0,0.0
YALI0E23628g,18.92146188,21.34343007,28.60294637,26.90321509,220.73315409999998,200.9058939,250.7404204,58.67032308,30.57106294
YALI0E23650g,1.052035605,1.782335356,1.0831869440000002,1.4907121980000002,1.6707963819999998,1.673397148,1.478751815,2.00952318,0.699519048
YALI0E23672g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E23694g,2125.335807,2276.075398,2222.9278440000003,1929.0769649999997,1556.2386,1616.551973,1492.302819,1377.838479,1537.8441269999998
YALI0E23716g,341.11431830000004,342.7630353,334.48157510000004,311.3995401,281.4745177,286.6147575,292.1454961,397.6873865,308.2287849
YALI0E23738g,19.97824234,22.06468628,26.80436943,24.77229933,50.96604415,52.23003096,57.82230093,43.59264011,23.058564
YALI0E23749g,266.79363440000003,264.7120523,156.1757523,157.3953804,224.44188480000003,219.53639130000002,168.0017569,365.8234792,427.62971849999997
YALI0E23760g,239.62714069999996,207.2143541,188.12833569999998,163.1381639,210.9936414,245.0669318,231.59839010000002,362.49868960000003,347.3210553
YALI0E23782g,26.72391956,24.70076306,43.06126406,43.06243807,25.11727011,29.18138656,26.93279383,49.89421536,13.67073317
YALI0E23793g,38.67402144,41.45717901,23.12167051,27.58817528,22.45682242,25.01942629,25.54947873,35.62553659,26.534782399999997
YALI0E23804g,40.98446083,45.38559493,36.77888642,34.2510026,33.5131507,39.67022874,30.58486298,50.48731403,51.33324045
YALI0E23826g,22.30383008,26.22343408,20.96307203,13.5244811,23.67414982,36.09408653,30.73491002,48.7489643,59.26771169
YALI0E23837r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E23859g,0.041584969,0.0,0.03710748,0.180241243,1.287846447,1.7320857790000002,2.235798585,0.649553963,0.0
YALI0E23881r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E23925g,23.32391125,22.97838934,31.28030233,32.05737335,18.37758689,27.62072265,22.8474824,23.147026699999998,21.85604035
YALI0E23947g,138.7847592,139.2266021,127.6665372,113.57782659999998,88.54299428,84.46324452,80.12191822,105.25478229999999,225.0509653
YALI0E23969g,127.17549960000001,143.90411569999998,237.8635824,187.6743169,131.5213184,120.3768906,113.3498737,122.8614666,147.9059689
YALI0E23991g,49.90488481,57.23600067,76.80418346,59.98033899,100.9242207,101.9232668,113.3838482,54.93101523,20.49963504
YALI0E24013g,547.0845881,619.0674712,752.6806712,714.45636,726.9836922999999,754.5101417000001,734.2976036,452.0022322,279.7541983
YALI0E24035g,39.55731699,40.41957885,37.08755146,31.84345407,30.77416406,33.17305972,37.59941019,40.27234571,64.38302407
YALI0E24057g,53.60347884,59.98741838,65.53487228,72.5937048,85.14392675,87.43399559999999,79.79660887,132.0214928,45.20097048
YALI0E24079g,31.62946216,37.13388704,25.55638866,18.91273493,30.05048984,25.63742312,22.16157248,71.37303667,38.4473845
YALI0E24101g,10.89349238,14.20543145,17.92607071,11.75834429,23.86711703,27.79962391,26.49472625,45.40711762,26.04736231
YALI0E24112r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E24123g,11.94988198,11.60897804,12.38523976,11.62153206,30.600255999999998,17.49663491,19.01385289,22.91956458,10.82664708
YALI0E24145g,51.73997086,49.73572782,51.27098744,52.43091802,26.84679683,26.27281747,22.10063592,31.38046889,42.61497252
YALI0E24167g,8.5927245,9.666780395,14.6727645,15.43557227,26.1356466,36.83502086,31.65966008,27.23456192,37.93953249
YALI0E24189g,0.061081164,0.536006245,0.21801801,0.595672587,18.85713504,9.905891118,11.20424692,4.403460014,1.68294514
YALI0E24211g,101.7538273,115.9332807,129.1539018,122.0823908,79.93518963,84.62521636,63.04924155,55.60939346,97.44255355
YALI0E24233g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E24255g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E24277g,73.71821152,77.71240383,112.20700749999999,101.64428249999999,438.4513669,354.6704158,487.473741,163.9619011,187.07207019999998
YALI0E24299g,69.56005649999999,79.61612624,106.7568715,109.4030142,176.9617371,208.2520265,228.5566915,201.92916069999998,58.6294502
YALI0E24321g,162.96109840000003,176.26044960000002,191.71270080000002,192.1334102,195.75265990000003,190.9225332,185.330167,211.5464016,86.75869606
YALI0E24343g,28.96390671,30.68854094,27.43582005,20.170174499999998,27.62733885,38.69946954,29.57930861,61.72656888,55.05028119
YALI0E24365g,96.85600399,83.66659939,69.84515004,71.31323151,52.35585749,64.64717752,55.23508955,67.30465268,126.08336609999998
YALI0E24387g,8.407062949,9.187875629,9.659528051,6.901991599,15.40570862,14.44444602,14.89326211,10.14171046,9.724849354
YALI0E24409g,129.1354223,112.38614609999999,92.03933075,124.0032216,170.93523290000002,184.021625,133.1230523,239.03530319999996,116.88768970000001
YALI0E24431g,6.481289247,6.126896167000001,6.526696952999999,3.215323728,12.09152323,11.11845001,12.34811558,11.60303135,17.40202306
YALI0E24453g,46.65119698,42.65008309,56.21894373,57.3477787,57.87238039,58.43562768,66.7694723,81.71377963,34.83013982
YALI0E24475g,4162.856243,4033.257817,3191.2074030000003,3333.3309059999997,2485.520252,1850.605615,1824.703907,2120.454179,3822.685505
YALI0E24497g,138.4503925,140.78919019999998,125.75102609999999,104.1782551,77.09923657,92.21910579,90.71355329,69.97750327,75.14495045
YALI0E24519g,6.814352546,7.871403226,11.1407627,9.242711336000001,30.16088147,27.61858741,26.72552892,18.78010015,8.495618003999999
YALI0E24541g,14.81107981,15.33644881,10.98733045,8.072343202999999,11.68106076,13.24322533,11.23272363,12.69624562,22.67928508
YALI0E24563g,6.96116352,8.004367772,14.12232672,10.13425445,13.4737831,10.74518399,9.120950252,8.528782742,9.825675974
YALI0E24585g,5.23163138,5.42154042,4.243942807,2.834424792,3.4137438610000004,3.617725263,3.133650692,3.1429873980000003,2.08766253
YALI0E24607g,220.62070719999997,242.32493680000002,210.0478699,192.15241830000002,228.5227559,257.3866287,275.1992624,165.4083149,196.0979744
YALI0E24629g,25.38485273,28.97953258,18.71626913,13.6716305,20.43330282,27.61507488,24.57658854,25.17387612,33.97568311
YALI0E24651g,4.928824399,6.798440639,24.25691605,16.82712671,57.60952145,59.22987246,57.97089392,48.34205029,13.74777112
YALI0E24673g,307.04859189999996,359.6140547,525.7468895,370.6372702,256.61558130000003,256.7286266,175.0109093,193.18016719999997,244.97216830000002
YALI0E24695g,19.20264479,26.16543015,15.91350337,18.48214672,20.48176788,29.18225514,27.69351965,20.27188027,8.275352599
YALI0E24717g,113.0773514,109.22016609999999,85.44987059999998,73.89562541,78.43883632,97.20395341,102.984004,115.57413590000002,138.8262341
YALI0E24739g,20.25205209,20.17570441,33.9728625,34.08543534,12.80487189,12.13605709,11.35403876,32.83891583,20.81079502
YALI0E24761g,116.3910912,118.6167139,91.01232539,73.34098737,58.98963446,64.62196271,53.21943556,92.78247116,121.51740520000001
YALI0E24783g,121.5986087,112.3227023,120.49169690000001,113.8674054,69.88981687,94.66770107,73.96547790000001,135.7567783,98.47592217
YALI0E24805g,181.86030369999997,177.8039211,177.52516630000002,148.84964680000002,182.0930727,239.604727,240.51711349999997,368.3868955,314.9443874
YALI0E24827g,37.34212742,41.31640566,35.76486347,34.17010831,37.56597853,32.74619132,29.88163067,28.92362761,31.06564949
YALI0E24849g,22.25736132,25.04954864,16.26168802,23.75512686,38.50957565,41.708791600000005,42.65358479,49.5183857,75.94049209
YALI0E24871r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E24893g,31.76966733,31.98841324,39.72945244,32.31636452,31.71139187,34.60264857,34.09512363,45.57884869,65.69466825
YALI0E24915g,31.43800165,27.08433496,38.45156162,36.63792722,44.65162842,42.29056543,44.968241799999994,31.5692751,25.42833668
YALI0E24937g,53.02424382,62.77480313,108.8991426,89.86142106,37.93580877,51.88737449,50.12086724,52.51835648,37.79689498
YALI0E24959g,27.79192979,29.7641115,26.76171067,17.0759475,28.13791936,30.15071778,29.23406956,29.06283609,26.67963031
YALI0E24981g,18.17263158,17.47941212,21.90666561,15.69600826,22.21151833,26.84118743,25.384977399999997,18.44447737,34.17905404
YALI0E25003g,9.573182068,11.75305823,16.16135263,15.13931245,9.682088539,11.00603742,10.18304067,9.119090198,10.203987800000002
YALI0E25025g,5020.075556000001,4318.10318,3274.1670710000003,3309.210032,3375.9363590000003,3344.2711719999998,2901.137126,4884.411043,7132.249481
YALI0E25047g,294.98330710000005,314.5429386,536.899283,588.4890781,1275.0926789999999,1287.511389,1712.133962,749.416885,228.33995430000002
YALI0E25069g,82.37034789,90.83425188,58.29075211,53.31943404,85.11827979,97.19477452,91.99797971,97.29649497,71.31324421
YALI0E25091g,1244.197584,1564.577742,998.6778353,1186.2401289999998,898.7225399,870.1272,825.6256519,735.2966079,297.4305278
YALI0E25113g,5.040407588,5.5171380789999995,3.7932430960000003,4.80361533,7.209279262999999,6.5657228739999995,6.956808127,5.837313936,2.854297866
YALI0E25135g,89.58815415,97.19441411,122.69463459999999,106.67644340000001,169.9735805,206.5749169,210.44010980000002,170.7232067,107.24535290000001
YALI0E25157r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25179g,2.291200994,1.528098054,1.863575714,1.515973585,172.72047769999998,193.4524678,236.4528296,319.5860924,46.0072751
YALI0E25201g,2.248854418,2.91843449,1.337812207,1.252650056,33.87844621,38.25824504,35.45665673,38.45839957,10.02689107
YALI0E25223g,23.52276609,24.79861988,15.37049124,13.189345300000001,36.03843273,26.25056746,20.10071319,23.32849294,52.32512664
YALI0E25234r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25245r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25289r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25311r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25355r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25377r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25421g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25443g,1.580228833,1.223558848,2.538151601,1.1986042670000001,3.517430608,4.201229337,0.832944571,3.607522779,3.329485015
YALI0E25465r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25509r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25520r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25531g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25564r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25608g,18.99914855,21.25702464,22.912803600000004,18.00104962,47.87434205,48.19990456,50.47241468,40.81049581,36.54947398
YALI0E25630g,16.30684509,13.26187063,12.88809316,9.592091213,15.84589191,19.93681205,15.57696885,21.912398800000002,41.63944156
YALI0E25652g,131.0742781,147.6947235,116.3581442,124.61648989999999,43.48327398,59.40443138,42.21313569,52.0488662,88.9616319
YALI0E25674g,66.87176811,81.39013321,60.174713100000005,58.61315002,10.24564603,18.70854343,14.19840298,10.91386115,17.41216514
YALI0E25696g,121.2655973,115.39402679999999,141.7084181,266.463595,41.88266267,63.34348405,51.32573786,210.1010239,155.99006540000002
YALI0E25718g,35.98083054,41.06668186,42.611324200000006,49.06910658,42.44745633,39.71084474,43.8361294,43.34620394,29.850213
YALI0E25740g,23.76199186,26.09807711,33.799906,40.33924632,45.940431700000005,42.69235963,34.44741784,66.1519198,22.74713681
YALI0E25762g,22.6460735,22.03605494,21.28605081,16.21641067,19.27390046,20.20297049,17.66332458,11.97853926,27.02381785
YALI0E25784g,0.8392458970000001,0.7701588690000001,1.10945713,1.145149472,0.120327024,1.762952412,0.19660874399999997,1.045728618,0.050377799
YALI0E25806g,13.37197634,15.16876262,40.03108942,28.66093768,9.153505809,14.30711589,10.58981992,20.25992276,30.42081195
YALI0E25828g,1.9255933109999999,5.48677647,2.26810717,2.169979872,0.298168851,0.8191076070000001,0.0,2.59130236,0.74901332
YALI0E25845g,82.8084941,88.7006202,99.54244816,90.76033791,89.16793565,111.56839769999999,107.0312195,80.81756104,74.253222
YALI0E25850g,105.08169009999999,105.88882199999999,351.7499159,271.6849079,229.63660430000002,139.3470249,141.7865022,131.12023,93.57316402
YALI0E25872g,156.95207040000003,144.40141,118.3763386,91.58226541,99.88607472,76.82906018,83.66435025,106.8766098,222.7119654
YALI0E25894g,175.6306623,165.9587542,189.56744019999996,192.81804069999998,106.9755509,112.8232715,97.14424892,131.2113322,159.07519130000003
YALI0E25916g,54.43010425,52.524914100000004,42.90311812,33.83097537,62.91914923,46.09249964,54.03342282,56.49793229,148.6213497
YALI0E25938g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E25960g,52.29360745,60.659973,72.96058317,62.58120511,56.12797212,68.42707821,64.1766945,56.92159029999999,53.21658605
YALI0E25982g,27.69547051,33.34587034,33.36840528,32.33993124,0.588086847,2.651157444,0.689881572,1.965730321,42.99322161
YALI0E26004g,976.4201489,1071.5403210000002,1503.953337,1524.734871,1154.243073,1283.3508689999999,1295.379422,1100.835446,449.45416389999997
YALI0E26026g,519.7554094,506.34260660000007,657.0486467999999,716.2766521000001,1109.5711800000001,1123.745091,1101.790384,938.5146299,380.26223589999995
YALI0E26048g,70.45334843,70.90880315,59.85049295,50.823184600000005,60.53569511,54.38782474,66.35613483,47.09711352,110.96878799999999
YALI0E26059g,37.45471549,33.46999912,15.36012578,12.56988661,25.48225544,20.50044316,26.75371687,44.55343374,72.88939897
YALI0E26081g,39.161428799999996,38.38857094,34.81885894,41.86581684,26.55520279,31.29004552,22.20545148,56.48386594,43.88329603
YALI0E26103r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E26125g,88.51316095,96.10100762,105.34176409999998,107.01640090000001,295.84748510000003,286.0953034,234.27549150000002,181.1258388,90.81063206
YALI0E26147g,40.67797505,38.82604494,32.01025663,28.27614309,21.50837352,27.68003416,26.03235485,35.84500441,61.6017535
YALI0E26169g,39.22067955,31.04845111,25.45291268,25.02872111,69.76301901,52.20514936,66.67774009,51.03647316,87.4354536
YALI0E26191g,11.27074977,12.18760578,20.09370018,17.77761791,24.55904235,28.50245786,29.64302738,52.3258335,30.95969097
YALI0E26213r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E26235g,68.05940236,72.05075824,85.00645735,91.05168776,157.8398557,141.8727139,195.2088897,117.2482877,72.46154592
YALI0E26257g,14.17416476,14.79511143,18.52354803,10.04263015,19.45619111,25.59649591,21.64087841,21.5848016,26.69431582
YALI0E26279g,11.98803881,11.75305823,22.18979368,17.63138034,6.009572197000001,4.229171786,7.576667165,2.417940583,15.98158819
YALI0E26301g,9.195975798,11.42859119,6.650228172,6.375392549,11.89439052,8.342654697999999,10.10797504,4.712955869,13.77411505
YALI0E26323g,70.39201166,67.85189977,71.3694901,60.31937058,60.54707628,70.21145393,59.06334231,76.12045673,79.45361967
YALI0E26345g,38.72409524,44.24159589,60.09580847,49.63735841,61.63150153,68.16870743,90.18242683,46.89308862,38.254153
YALI0E26367g,12.78509317,13.70863979,15.24137052,12.01250322,24.03003388,25.2545052,26.97992896,11.4000015,23.78408802
YALI0E26389g,89.91906259999999,84.34607640000002,76.59024458,60.12834699,56.15725217,66.01797794,70.2301121,63.37621273,159.92711619999997
YALI0E26400r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E26411r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0E26433g,141.3945663,155.1695085,138.9862333,150.67778769999998,145.6744582,134.57937980000003,126.5242803,132.1665164,39.33681771
YALI0E26455g,1213.830203,1169.337712,2006.252724,2253.859133,1363.004361,1353.701112,1060.885802,937.9694847000001,1540.412768
YALI0E26477g,1238.454966,1412.253815,2156.6227280000003,2276.825606,1527.540949,1482.4161279999998,1135.946532,1024.4164050000002,1999.917884
YALI0E26499g,39.20263461,43.08135599,81.23838404,102.3705889,40.63615485,43.87209684,21.176183399999996,46.0911014,26.78019846
