Gene,MT_t1_rep1,MT_t1_rep2,MT_t1_rep3,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t2_rep1,WT_t2_rep2
YALI0D08272g,1681.889284,1537.31763,1550.994525,1630.929995,1719.564157,1467.416853,2398.1950100000004,2255.496796,2134.508959
YalifMr30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMr31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox3-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd5-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd1-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00110g,0.129674905,0.375573335,1.27407107,0.37942882,0.22248087600000002,0.0,0.053536143,0.0,0.0
YALI0A00132g,842.3368031,699.4892083999999,811.4660229,683.965946,847.5692518999999,1200.02149,1154.603754,810.1700297,545.9529704
YALI0A00154g,30.59245784,29.60760871,7.951545177000001,38.88333776,34.94290731,128.6862093,1851.107398,2408.309671,4538.0654030000005
YALI0A00176g,0.30162579100000003,0.21525239399999999,0.336173006,0.881199398,0.303596412,0.503164136,2.725871471,3.99757194,8.030947244
YALI0A00198g,2.122365819,2.092279591,2.299183943,3.0239034680000003,2.3511986719999998,0.31313157199999997,0.0,0.0,0.559690186
YALI0A00212g,8.571196614,8.884368962,8.077980707,7.995223448,7.879150431,1.769973913,3.255146623,6.324654384,16.08186044
YALI0A00220r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00264g,255.77306800000002,275.9613915,278.60458700000004,231.45410499999997,280.4585483,297.51858819999995,277.27696789999993,251.09998240000002,198.3460345
YALI0A00286g,263.6736483,313.0544814,273.99204249999997,254.5248392,269.87503019999997,270.4666172,231.5320653,253.8510497,215.46820840000004
YALI0A00297g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00308t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00330g,23.42851227,32.75733318,35.11864799,23.71880708,29.63609307,46.54188548,38.12192767,43.98565139,44.742974700000005
YALI0A00352g,1318.6635199999998,1224.441994,1312.690924,1100.692159,1286.416358,1711.100107,1569.3088089999999,1350.387976,980.819042
YALI0A00369g,1.436922504,1.732172565,1.3772137340000001,1.009589052,1.262264139,0.759196358,0.573190267,0.879839733,0.6106431139999999
YALI0A00374g,0.17992083899999997,0.09171343300000001,0.243064695,0.311819462,0.226370402,0.281380468,0.122562201,0.917140631,0.377203788
YALI0A00396g,106.8401233,102.22458940000001,111.77937659999998,149.50678,148.29229750000002,273.9483537,286.10280689999996,301.32500350000004,309.2497058
YALI0A00418g,3.297082693,5.051711735,5.567756932999999,3.185013079,3.756630789,5.265635973,5.128093267,5.289221727,4.1953443560000006
YALI0A00440g,131.0251406,154.53241709999998,138.3378405,142.9069869,137.00626599999998,102.62454840000001,168.2533892,224.49739240000002,171.58102219999998
YALI0A00462r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00506g,39.93134833,55.24458889,49.71131015,44.26559579,48.36172134,40.96355975,68.44348621,67.75676605,56.36420329
YALI0A00528g,0.038835743,0.049490645,0.09837241,0.0,0.081436396,0.050613091,0.0,0.0,0.0
YALI0A00550g,5.513288567000001,7.395688449,7.366527898999999,1.9397448080000002,4.948944896,0.857187868,0.6149612179999999,1.5339311130000002,1.7912453080000001
YALI0A00572g,1.167982903,1.039091588,1.004788851,0.409209389,0.392795465,0.17232294199999998,0.250198354,0.374449993,0.7700234359999999
YALI0A00594g,308.4808895,295.9724705,314.5823832,277.49611630000004,396.98349210000003,384.781901,337.5393412,307.3409349,209.11213080000002
YALI0A00616g,25.18383734,33.33860342,33.46577018,31.71095375,29.72325805,25.23572947,30.39872158,36.82272533,40.91593944
YALI0A00638g,74.61317194,89.99012074,77.04228485,84.51659707,78.61520663,67.60123879,67.70613195,70.25952331,64.37499057
YALI0A00660g,50.82264362,42.29160908,51.63973689,50.00610843,69.16263967,78.46589787,65.37010656,72.02718826,151.28586
YALI0A00682g,7.2761362489999994,6.916711632999999,7.538334135,7.270755972000001,10.19926023,3.041298701,4.376017023,7.332581531000001,13.39914349
YALI0A00715r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00759g,21.43882705,32.68114222,33.03972728,22.26278919,28.62827952,23.09774071,31.47403945,32.80994643,40.15422315
YALI0A00781g,48.13082355,45.30643566,45.20328146,31.657099699999996,45.72262909,29.12808922,39.47864667,36.87245017,29.78512876
YALI0A00792r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00803g,107.10208100000001,111.0705729,112.24226159999999,99.54762942,112.5512051,121.4296022,110.64896759999999,113.2940716,90.94778432
YALI0A00825g,11.84614116,14.81718313,17.02784549,11.27630163,11.89231286,11.7002389,14.41887792,15.90556017,17.903536399999997
YALI0A00847g,1362.70327,1277.6216140000001,1437.02397,679.1765822000001,1241.290172,53.88112542,66.07652259,60.00623910000001,62.98183215
YALI0A00869g,0.318292948,0.784197123,0.37624911299999997,0.39402223700000005,0.600698365,0.0,0.09636505699999999,0.18027644,0.222433574
YALI0A00891g,161.29220759999998,156.8714778,162.0116555,147.691253,176.8078056,125.74189679999999,170.4542612,173.0151978,167.47794
YALI0A00913g,46.08611362,56.60533567,52.11429721,46.64584892,50.94235911,35.94470441,51.15938323,54.72854354,57.18753405
YALI0A00935g,0.192363962,1.225702883,0.649686942,0.238131819,0.0,0.0,0.0,0.13619014599999998,0.8401891229999999
YALI0A00957g,30.39732787,33.26525156,28.42810625,25.0582486,27.44029028,1.4211887669999999,1.083309165,2.412639996,4.286633779
YALI0A00979g,22.41537999,33.20842753,35.40592065,25.2954662,26.22740909,18.74413368,19.88501926,18.434168,37.18854491
YALI0A01001g,34.75153562,32.22444181,34.80639299,29.9973531,33.80569175,30.68891796,36.50927652,37.2180128,40.79129831
YALI0A01023g,0.438746721,0.680668367,0.813388181,0.566749315,0.6700200239999999,2.63525804,8.121591618,16.63867447,76.46935754
YALI0A01045g,95.74942086,107.2470253,106.4237858,87.4679936,103.9873819,95.11315374,108.2050713,107.2555973,75.35186465
YALI0A01067g,380.5171527,353.08361329999997,456.6534551,246.19737469999998,389.5726817,222.4379597,110.3176533,113.9292472,190.65855290000002
YALI0A01089g,1075.304856,1121.716374,1174.322575,628.0344216,1002.242536,546.0670248,33.30475005,65.26574931,52.32618473
YALI0A01111g,55.60903332,71.38744303,60.08635216,60.58763517,58.30452657,48.84882171,42.75378104,48.1880973,46.48250849
YALI0A01133g,44.11974738,47.52097134,41.39853888,51.14653545,37.81544459,70.07831146,31.46420403,20.32669044,20.08374564
YALI0A01155g,57.09376515,57.65478603,65.37355713,40.743248,49.150050799999995,55.61747532,56.16445314,57.89746102,46.33488947
YALI0A01177r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01221r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01265g,0.12374515400000001,0.0,0.0,0.102124668,0.0,0.0,0.0,0.0,0.0
YALI0A01287r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01331g,60.04220594,70.97928369,62.50808648,67.76555466,65.12149395,59.24402131,81.52562498,82.52780634,57.32834158
YALI0A01353g,14.98825115,17.21676562,18.46386306,15.27096204,17.32245058,15.80690976,27.634458600000002,31.53103499,27.27174951
YALI0A01375g,40.27602385,40.08463139,46.25722175,36.68751908,45.23011114,35.69935355,55.25865801,75.71045708,91.99565524
RPR1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01397g,23.94409494,28.46238567,26.29054971,24.80244228,22.831863199999997,17.0652265,28.27840281,38.43068583,44.165882
YALI0A01419g,343.89982810000004,406.8804068,400.9711878,408.8027988,302.0427068,613.2180822,189.56548519999998,122.52428159999998,95.7976917
YALI0A01441g,5.479121707999999,5.24600834,5.189260064,5.060133456,3.9513856960000004,7.971918187999999,6.45102979,4.351179242,3.140177265
YALI0A01452g,167.36131640000002,198.125946,172.6945159,195.67730840000002,174.6356075,59.50969250000001,79.63449247,114.4565783,219.77552889999998
YALI0A01463g,9.749815571000001,15.43430875,15.71438838,11.85495395,11.35823419,10.842922300000001,16.77614203,18.13106576,17.22299262
YALI0A01485g,23.59646893,21.15793419,23.42821363,16.82250002,22.98159843,37.27332542,41.89550706,41.38224102,36.45678087
YALI0A01507g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01540g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01562g,0.0,0.0,0.0,0.011395396,0.0,0.0,0.0,0.0,0.0
YALI0A01584g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01602g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01626t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01650g,4.619467541000001,5.998631695,5.406290519,4.958486271,5.640395841,2.17190549,4.414792607,6.872185697000001,24.46716656
YALI0A01672r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01716g,1.8854605169999998,3.0785258860000004,3.4658752560000003,1.045462308,1.770930788,0.563118927,0.35677139399999996,0.333717838,0.48038294200000003
YALI0A01738g,277.6376053,318.70486760000006,250.0372707,350.878283,252.8829712,269.9637555,260.65570479999997,299.8835326,291.060464
YALI0A01760g,9.423806905,15.2035956,21.40847801,6.0269099960000005,8.414935328,12.62719563,5.3906319410000005,6.313545507000001,8.295244277
YALI0A01782g,18.56236702,22.76245765,21.58742183,18.57646372,20.73323743,27.52716148,40.00789578,51.23209452,52.85757343
YALI0A01804r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01826g,16.20823032,19.71525121,19.98316406,18.25935837,17.11689592,17.54106286,22.13159289,24.87266802,31.27474015
YALI0A01848g,0.500497118,0.438496138,0.316944541,0.154894253,0.163986664,0.733812893,0.781318508,1.9488851219999999,1.09301199
YALI0A01870g,0.149585349,0.305000485,0.0,0.148140143,0.06273443299999999,0.155958942,0.0,0.084722939,0.0
YALI0A01892g,38.82508257,54.65449211,60.16812337,48.96176969,51.20113803,57.69991561,36.97725629,37.64046386,51.0727355
YALI0A01914r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01958g,0.28908629199999997,0.147359785,0.45563250899999996,0.47715551799999995,0.202065964,0.0,0.0,0.0,0.168352502
YALI0A01980g,0.575053348,0.83390306,0.5860013479999999,0.294567684,0.561346256,0.051685815,0.40523456,0.252699634,1.5243199969999999
YALI0A02002g,2.2947201059999998,3.3969085530000003,3.150945085,2.06595443,1.8226896080000001,0.21145784399999998,0.105263632,0.459488374,1.741310881
YALI0A02024g,3.240865552,3.888373016,3.595179267,2.646175021,2.638839333,1.415386175,0.7437219420000001,1.04959943,2.740677218
YALI0A02046g,11.36811829,13.07466694,13.55571803,13.91605715,10.85672446,19.47903188,20.31264208,19.63903804,11.06464446
YALI0A02068g,48.84865814,52.31395503,50.63667261,44.64341453,50.4951024,47.59745262,53.76713846,55.61034384,44.97515995
YALI0A02090g,34.7598079,52.74652691,46.28107261,49.39006242,40.51841842,46.03343491,63.74394415,67.67842867,62.5514904
YALI0A02112g,118.3930938,132.40925049999998,129.5787611,108.0356437,126.11728909999998,78.86531765,105.43879059999999,84.16986804,88.03031129
YALI0A02134g,26.78643551,34.06835335,34.10987141,25.94609045,27.31127708,41.03214726,46.54901029,52.28775058,58.64888855
YALI0A02156g,69.15557315,95.08390116,78.53521569,79.52881144,75.53225735,35.2585359,33.72503225,41.39870902,52.03316702
YALI0A02178g,113.9110872,131.9586687,125.82010859999998,94.06696163,118.76745359999998,67.24607739,70.18560804,85.53767231,83.37323275
YALI0A02200g,14.38900251,25.90043139,25.42501721,16.59914224,18.48342276,16.09141451,22.8739543,29.06758879,35.96009448
YALI0A02222g,70.76586067,80.90797816,84.53521455,71.11358098,79.42596892,67.20522078,94.45427633,99.93019935,103.1398715
YALI0A02244g,7.10003991,11.33284032,12.97378982,7.746129371,7.594582371,8.832601529,10.40184402,10.73885397,12.84289089
YALI0A02266g,9.786296996,15.0613139,13.60968062,10.71851434,9.977352976,10.99332504,15.63237032,16.41884142,18.28792476
YALI0A02288g,8.257976321000001,21.14204566,25.80695471,11.18975679,11.50534385,10.00279314,12.050276199999999,15.34485546,24.1972443
YALI0A02310g,421.8675228999999,483.804411,536.1302918,365.052485,476.03342180000004,201.4569034,263.330848,242.01235490000002,267.1321304
YALI0A02332g,9.099167309,14.55447436,14.00573848,8.752312364,9.518292592,15.26622487,14.79531694,16.08289359,23.46176896
YALI0A02354g,69.81568272,82.58488886,87.7382527,58.32112839,91.59784859,78.87615601,104.23779,97.73775214,113.61936920000001
YALI0A02365g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02409g,14.35644212,13.73171462,11.46804375,12.34067764,11.23005349,9.29202397,8.570901489,9.227629486,13.02003421
YALI0A02416g,8.821261707,3.278755212,2.9482445360000002,11.14754578,4.046370929,0.239508375,1.669180449,0.78066137,0.642144544
YALI0A02423g,2.432529743,0.0,2.053896672,6.254207501000001,0.784750726,0.243863073,0.0,0.0,0.98072985
YALI0A02431g,23.41091221,27.41893877,23.65628865,19.92212147,22.58937199,20.82162325,29.59130665,33.68564869,47.42046454
YALI0A02453g,19.49040239,27.10666826,25.39675641,16.32997532,20.88768847,20.18022857,22.35782986,23.91163389,24.67248946
YALI0A02475g,2.4880481740000002,1.657392745,1.81430433,0.910003737,2.9050868210000003,0.0,0.128398496,0.0,0.0
YALI0A02497g,557.9021882000001,492.62109110000006,545.1441327,519.2956108,538.0304997999999,343.67021989999995,502.0846408,414.20308339999997,478.6861852
YALI0A02541g,30.34630096,40.86364391,38.32554559,22.445960600000003,31.54749546,25.67781892,28.10372766,28.35855145,22.21482153
YALI0A02563g,80.29549537,80.02266732,75.88265306,68.74177962,69.12730657,70.21822,60.10834835,70.29013748,77.59303809
YALI0A02585g,17.68563808,19.15331491,19.82545423,15.16850804,18.22646847,27.53292754,26.00690828,30.21304493,26.94370716
YALI0A02607g,42.60525468,56.92347045,58.31527139,25.71768137,43.48826938,2.21977925,2.7508405060000003,4.619671324,5.113206908
YALI0A02629g,0.96757429,1.793507125,2.673711644,0.54444668,1.014474763,0.0,0.099865497,0.12454996199999999,0.768378087
YALI0A02651g,360.59518260000004,357.47390160000003,440.69853960000006,344.46873700000003,358.7929633,718.9229962000001,297.789089,158.6235649,157.3008505
YALI0A02673g,1515.596013,1935.566837,1739.371884,1628.246763,1504.714588,29.99888102,24.39424404,27.92105908,28.27396742
YALI0A02695g,339.6490239,301.8006869,326.62986960000006,276.775752,349.4085193,313.36765560000003,303.8599793,287.264907,209.9622676
YALI0A02717g,32.70758442,40.61558019,37.5823593,41.40517003,42.28457621,21.25038055,34.32252298,34.83701364,41.4102963
YALI0A02739r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02783g,1.9439447090000002,3.6430613469999997,4.248230723,9.555039237999999,2.8774193269999997,12.51830439,4.024579526,8.986279771,13.88459204
YALI0A02805r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02849g,226.2436712,228.65286349999997,223.79185619999998,236.1086745,208.11171140000002,236.8070344,165.3035916,138.79561930000003,123.50229170000001
YALI0A02871g,183.7969927,222.40119860000001,178.07484419999997,192.715721,143.6176724,105.2217638,74.21975601,97.28580003,102.0557611
YALI0A02893g,6.556048823999999,10.273433,8.142442219,3.939979143,5.175358374,5.11660854,5.4742936570000005,4.857448525,10.02221152
YALI0A02915g,718.9913773,797.1147185,922.8623333999999,758.1458567000001,699.4134247000001,1415.9056859999998,535.0978916,268.6212021,217.43127919999998
YALI0A02937g,56.80293036,53.35139549,53.02320628,56.340716799999996,55.83729981,50.9152949,68.91446464,68.05143904,70.78552579
YALI0A02959g,11.01415013,15.4856163,17.02883121,14.49615836,14.34032454,22.51690177,43.622262,48.09442532,50.26931283
YALI0A02981g,171.8185752,159.3475033,174.10159840000003,127.7948581,173.2360583,148.1758479,182.7474395,167.8942387,188.19116110000002
YALI0A03003g,210.9016653,197.0063489,204.8254099,214.1238793,233.9958503,248.99290640000004,179.6038163,201.2024571,149.87653659999998
YALI0A03025g,236.1621994,221.45301459999996,225.5250938,203.56473689999999,246.97478040000001,182.9161792,295.7601716,281.11543430000006,238.69486859999998
YALI0A03047r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03069g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03091g,0.20500940199999998,0.261255395,0.34619772299999996,0.203028722,0.558861324,0.053436131,0.0,0.029028577000000003,0.10745048199999999
YALI0A03113g,187.55320509999999,249.75069879999998,193.2678632,364.4094275,248.45647709999997,73.76857944,101.8343969,165.1951244,191.425503
YALI0A03135g,1.378490744,2.695196945,1.8016891769999999,1.636336995,1.56410179,0.04922007,0.107195075,0.0,0.0
YALI0A03157r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03179g,0.04615009900000001,0.117623505,0.0,0.6855633529999999,0.09677419300000001,0.0,0.0,0.0,0.0
YALI0A03201g,0.486211275,0.585184657,0.661410295,1.170346013,0.679705353,0.0,0.12266942900000001,0.0,0.896642776
YALI0A03223g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03245g,21.53724411,23.34473711,26.66905832,16.53890428,20.36428133,9.388728292,13.80867462,20.03035137,20.66070883
YALI0A03267r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03311r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03355r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03399g,49.53428198,63.35416641,55.91765403,50.03027844,51.46274969,28.09765401,35.87154071,46.52513835,49.24170602
YALI0A03421g,1.7846483219999998,1.4403780119999998,2.863035156,1.988331865,2.183013218,1.162930837,1.620938239,3.6220280910000002,8.210541804
YALI0A03443g,44.96999642,48.36975511,51.21966745,37.16899752,42.98323179,29.56940358,42.84229818,50.42608691,53.13905051
YALI0A03465r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03509g,96.420244,115.53175060000001,115.0191139,65.62397319,107.2883916,72.50757808,51.38079817,56.21354960000001,58.57602285
YALI0A03531g,6.7299840710000005,12.23859941,11.03304876,5.89873544,7.468242288,9.667221085,11.79580742,14.29411463,12.61607133
YALI0A03553g,24.90267004,36.10139508,33.31171297,27.52517843,26.507498499999997,32.59820049,62.7560245,70.99036839,70.97949684
YALI0A03575g,95.34174996,97.49657009,90.33866276,86.89677194,83.37051047,76.80536487,85.42739559999998,99.94429465,92.44458251
YALI0A03597g,246.807451,271.7176936,279.6699668,224.33345669999997,252.48916859999997,111.59827140000002,160.8304456,129.348041,124.2556206
YALI0A03641g,46.47664756,54.52483887,58.31887366,45.87161694,48.69801515,31.32182991,39.37903263,42.824852299999996,39.41981203
YALI0A03663g,23.72423631,33.74067864,32.48481923,39.14603285,32.84147568,17.35043227,28.32754494,32.02527109,43.22528799
YALI0A03685g,2.975847323,5.2670766460000005,4.397128186000001,5.474640956,4.203458957,10.55760611,12.85738193,12.23140653,16.89691186
YALI0A03707r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03751g,43.70378494,48.53831017,48.05412617,30.89771912,39.15944216,32.42431823,36.09643234,40.49131363,39.90523106
YALI0A03773g,226.3812917,276.4456207,227.9238205,247.18010869999998,232.1712287,139.4734691,94.95670045,123.7988996,101.5247985
YALI0A03795t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03817g,103.3536927,96.52903971,105.7573336,70.46275381,100.23237940000001,89.18338384,88.4902962,56.28654807,46.61178124
YALI0A03839g,276.2104661,269.4998334,283.61999260000005,229.39430090000002,300.53429839999995,282.4599035,297.98235,261.6868814,200.0582224
YALI0A03861g,11.76863911,17.02470372,17.00906544,10.36887539,11.368983300000002,8.208261778999999,10.48634973,13.26221356,13.75445254
YALI0A03883g,36.20768546,50.29173328,44.220219799999995,38.69578557,35.9389674,51.89731334,66.34584262,84.86934063,71.82429538
YALI0A03905g,201.418809,212.4470458,199.1313174,201.15039119999997,212.58945899999998,203.1447555,129.86949620000001,172.7411275,117.5962096
YALI0A03916r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03927g,10.70580398,16.79403968,18.49635519,11.31713738,14.30768734,12.66346098,12.60989957,19.22792611,34.48899971
YALI0A03949g,1.09289968,1.900517402,1.7782844309999999,0.450975303,0.728108043,0.08902081199999999,0.15510083800000002,0.09671910800000001,0.278452059
YALI0A03971g,8.240437891000001,11.98162399,10.22211361,5.302737825,8.811145162999999,6.339579698,8.263473579,10.30601512,9.513252507999999
YALI0A03993g,2.256418993,3.9976266760000003,0.97583326,2.111987283,1.038640666,1.86483526,4.498753723,2.026101524,4.903649248
YALI0A04015r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04059g,2.301547373,2.241476291,2.290884749,1.5982974730000001,1.314457465,1.3900195130000002,0.7647881329999999,0.47691312799999996,3.530627458
YALI0A04081r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04125g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04147r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04191g,30.18655409,36.88388897,39.694995299999995,24.17007355,31.84393369,9.48182255,17.96192637,24.72428812,30.78331995
YALI0A04202r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04213r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04235r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04279g,0.175422818,0.074517164,0.032915011,0.048257774,0.081744867,0.025402402999999997,0.0,0.0,0.0
YALI0A04301g,5.018456307,6.951424478,6.141033811000001,5.31210662,5.223583673,6.303386486,3.468120508,5.87013214,6.925177206
YALI0A04323g,44.14786925,46.29648703,58.37052638,22.82405132,46.05904436,0.8530899,2.146931743,1.081340131,2.160147018
YALI0A04345g,100.67617940000001,98.06627172,95.68337842,104.2237048,104.7027054,100.70718240000001,119.4171301,141.8951277,106.96604380000001
YALI0A04367g,31.85455616,38.47072782,30.33071221,38.46282461,35.55668169,39.02389787,74.33416931,89.93218983,91.09890602
YALI0A04389r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04433r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04455g,131.4570782,123.26827479999999,95.24274544,98.59419798,101.31209179999999,54.44273126,40.52079434,43.07097214,41.6286808
YALI0A04477r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
